622312772034766000	626701604224904000	16200.00	2016-03-02 20:18:00	中国上海上海	0	0
622312772034766000	623772363971065000	18900.00	2016-03-02 20:15:00	中国上海上海	0	0
628349696306717000	627410576203167000	16700.00	2016-06-19 14:42:00	中国上海上海	1	1
628349696306717000	621150036493968000	17000.00	2016-06-19 14:41:00	中国上海上海	1	1
628349696306717000	623121601368232000	19800.00	2016-06-19 14:38:00	中国上海上海	1	1
628349696306717000	625375794399754000	15100.00	2016-06-19 14:38:00	中国上海上海	1	1
628349696306717000	629837611065623000	17800.00	2016-06-19 14:39:00	中国上海上海	1	1
628349696306717000	627493005738119000	15700.00	2016-06-19 14:42:00	中国上海上海	1	1
623958600857192000	625759387482161000	1000.00	2016-03-06 17:40:00	中国上海上海	0	0
628229553048708000	620829186279356000	1400.00	2016-02-06 00:16:00	中国上海上海	0	0
628030386263706000	625920579087508000	16900.00	2016-05-23 13:03:00	中国上海上海	0	0
623167228708099000	621551039720116000	9800.00	2016-01-14 10:28:00	中国上海上海	0	0
622005098183599000	624577158296862000	16300.00	2016-04-02 16:45:00	中国上海上海	0	0
628400392521348000	626345042831509000	13500.00	2016-03-07 11:21:00	中国上海上海	0	0
621355824825813000	624612178963669000	13000.00	2016-02-20 03:18:00	中国上海上海	0	0
625187539122771000	621798667856560000	2100.00	2016-03-09 16:55:00	中国上海上海	0	0
624752010636621000	624001905166377000	9900.00	2016-01-20 02:03:00	中国上海上海	0	0
620165575423387000	625901274153711000	12200.00	2016-01-19 17:50:00	中国上海上海	0	0
623898161828661000	622193408389556000	3700.00	2016-02-06 13:27:00	中国上海上海	0	0
623571826115863000	625992755482347000	17500.00	2016-02-22 18:49:00	中国上海上海	0	0
623019102374920000	620950474419891000	9700.00	2016-02-11 04:13:00	中国上海上海	0	0
625394865392015000	629695524253681000	19100.00	2016-05-01 20:19:00	中国上海上海	0	0
625418916350852000	627023510836107000	9700.00	2016-05-21 19:48:00	中国上海上海	0	0
622858424546188000	626248638208066000	12000.00	2016-02-22 15:39:00	中国上海上海	0	0
624740645435948000	629653781568092000	700.00	2016-04-22 20:59:00	中国上海上海    0   0   0
